dataset_id,global_index,dataset_name,method,host,wave,dataset_identity_status,dataset_identity_trusted,expected_dataset_rel,actual_result_dataset_dir,expected_feature_count,actual_feature_count,result_relpath,source_result_path
g0002,2,feynman-iii.15.14,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,3,3,results/W1/llmsr/iaaccn26/g0002_feynman-iii.15.14/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/feynman-iii.15.14/result.json
g0002,2,feynman-iii.15.14,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,3,3,results/W2/pyoperon/iaaccn22/g0002_feynman-iii.15.14/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-iii.15.14/result.json
g0002,2,feynman-iii.15.14,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,3,3,results/W3/pysr/iaaccn22/g0002_feynman-iii.15.14/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-iii.15.14/result.json
g0002,2,feynman-iii.15.14,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-iii.15.14,3,3,results/W5/tpsr/iaaccn22/g0002_feynman-iii.15.14/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-iii.15.14/result.json
g0003,3,feynman-ii.11.20,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W2/drsr/iaaccn26/g0003_feynman-ii.11.20/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_identity_rerun_drsr_20260426/iaaccn26/drsr/g0003_feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,dso,iaaccn22,W4,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W4/dso/iaaccn22/g0003_feynman-ii.11.20/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn28/dso/dso/g0003_feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W1/gplearn/iaaccn22/g0003_feynman-ii.11.20/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn22/gplearn/gplearn/g0003_feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W1/llmsr/iaaccn26/g0003_feynman-ii.11.20/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn26/llmsr/llmsr/g0003_feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W2/pyoperon/iaaccn22/g0003_feynman-ii.11.20/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W3/pysr/iaaccn22/g0003_feynman-ii.11.20/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn24/pysr/pysr/g0003_feynman-ii.11.20/result.json
g0003,3,feynman-ii.11.20,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.20,4,4,results/W5/tpsr/iaaccn22/g0003_feynman-ii.11.20/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-ii.11.20/result.json
g0004,4,feynman-iii.12.43,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W2/drsr/iaaccn26/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,dso,iaaccn22,W4,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W4/dso/iaaccn22/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/iaaccn22/dso/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W1/gplearn/iaaccn22/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn22/gplearn/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W1/llmsr/iaaccn26/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W2/pyoperon/iaaccn22/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W3/pysr/iaaccn22/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-iii.12.43/result.json
g0004,4,feynman-iii.12.43,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,3,3,results/W5/tpsr/iaaccn22/g0004_feynman-iii.12.43/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-iii.12.43/result.json
g0005,5,feynman-ii.11.27,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W2/drsr/iaaccn26/g0005_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_identity_rerun_drsr_20260426/iaaccn26/drsr/g0005_feynman-ii.11.27/result.json
g0005,5,feynman-ii.11.27,dso,iaaccn22,W4,temp_copy_equivalent,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/e1tmp/dso_data/g005_h,3,3,results/W4/dso/iaaccn22/g0005_feynman-ii.11.27/result.json,/home/zhangziwen/e1tmp/dso_out/iaaccn22/dso/g005_h/result.json
g0005,5,feynman-ii.11.27,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W1/gplearn/iaaccn22/g0005_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn22/gplearn/feynman-ii.11.27/result.json
g0005,5,feynman-ii.11.27,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W1/llmsr/iaaccn26/g0005_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/feynman-ii.11.27/result.json
g0005,5,feynman-ii.11.27,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W2/pyoperon/iaaccn22/g0005_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-ii.11.27/result.json
g0005,5,feynman-ii.11.27,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W3/pysr/iaaccn22/g0005_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn24/pysr/pysr/g0005_feynman-ii.11.27/result.json
g0005,5,feynman-ii.11.27,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-ii.11.27,3,3,results/W5/tpsr/iaaccn22/g0005_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn25/tpsr/tpsr/g0005_feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W2/drsr/iaaccn26/g0006_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,dso,iaaccn22,W4,temp_copy_equivalent,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/e1tmp/dso_data/g006_hd,5,5,results/W4/dso/iaaccn22/g0006_feynman-ii.11.27/result.json,/home/zhangziwen/e1tmp/dso_out/iaaccn22/dso/g006_hd/result.json
g0006,6,feynman-ii.11.27,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W1/gplearn/iaaccn22/g0006_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn22/gplearn/gplearn/g0006_feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W1/llmsr/iaaccn26/g0006_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn26/llmsr/llmsr/g0006_feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W2/pyoperon/iaaccn22/g0006_feynman-ii.11.27/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn23/pyoperon/pyoperon/g0006_feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W3/pysr/iaaccn22/g0006_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-ii.11.27/result.json
g0006,6,feynman-ii.11.27,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-ii.11.27,5,5,results/W5/tpsr/iaaccn22/g0006_feynman-ii.11.27/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-ii.11.27/result.json
g0007,7,CRK22,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W2/drsr/iaaccn26/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/CRK22/result.json
g0007,7,CRK22,dso,iaaccn22,W4,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W4/dso/iaaccn22/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/iaaccn22/dso/CRK22/result.json
g0007,7,CRK22,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W1/gplearn/iaaccn22/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn22/gplearn/CRK22/result.json
g0007,7,CRK22,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W1/llmsr/iaaccn26/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/CRK22/result.json
g0007,7,CRK22,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W2/pyoperon/iaaccn22/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/CRK22/result.json
g0007,7,CRK22,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W3/pysr/iaaccn22/g0007_CRK22/result.json,/home/family/workplace/scientific-intelligent-modelling/exp-planning/02.E1选择验证/remote_reruns/e1_repair_remaining_20260426/iaaccn24/pysr/pysr/g0007_CRK22/result.json
g0007,7,CRK22,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/llm-srbench/chem_react/CRK22,/home/zhangziwen/sim-datasets-data/llm-srbench/chem_react/CRK22,2,2,results/W5/tpsr/iaaccn22/g0007_CRK22/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/CRK22/result.json
g0008,8,feynman-ii.34.29a,drsr,iaaccn26,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W2/drsr/iaaccn26/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn26/drsr/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,dso,iaaccn22,W4,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W4/dso/iaaccn22/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w4_20260424-041046/iaaccn22/dso/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,gplearn,iaaccn22,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W1/gplearn/iaaccn22/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn22/gplearn/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,llmsr,iaaccn26,W1,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W1/llmsr/iaaccn26/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w1_20260424-041046/iaaccn26/llmsr/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,pyoperon,iaaccn22,W2,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W2/pyoperon/iaaccn22/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w2_20260424-041046/iaaccn22/pyoperon/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,pysr,iaaccn22,W3,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W3/pysr/iaaccn22/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w3_20260424-041046/iaaccn22/pysr/feynman-ii.34.29a/result.json
g0008,8,feynman-ii.34.29a,tpsr,iaaccn22,W5,exact_match,true,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.34.29a,3,3,results/W5/tpsr/iaaccn22/g0008_feynman-ii.34.29a/result.json,/home/zhangziwen/projects/scientific-intelligent-modelling/experiments/e1_candidate200_seed1314_v2_w5_20260424-041046/iaaccn22/tpsr/feynman-ii.34.29a/result.json
